,Turkish,English
1425,akıllı,clever
1426,istiyorlar,they want
1427,sonuçta,after all
1428,buldu,found
1429,kanıt,evidence
1430,londra,London
1431,yle,with
1432,hapse,to prison
1433,yatak,bed 
1434,şeker,candy
1435,şarap,wine
1436,muyum,am I
1437,yarısı,half
1438,kurtarmak,to save
1439,değildim,I wasn't
1440,olanı,what is
1441,olduğunuzu,that you are
1442,mal,goods
1443,evden,from home
1444,güzeldi,it was beautiful
1445,elimizde,in our hands
1446,evli,married
1447,çocukların,children
1448,asker,soldier
1449,elimde,in my hand
1450,öldürmeye,to kill
1451,olmasına,to be
1452,dünyaya,to the Earth
1453,olduklarını,that they are
1454,dene,try
1455,sağlam,durable
1456,demiştim,I said
1457,kadarıyla,as far as
1458,yüce,sublime
1459,oturup,sitting
1460,müthiş,wonderful
1461,günde,on a day
1462,şeytan,Satan
1463,ederiz,we
1464,steve,Steve
1465,aramızda,between us
1466,olsam,if I were
1467,pis,filthy
1468,kaybettim,I lost
1469,itiraf,admission
1470,yazıyor,he is writing
1471,gözlerini,your eyes
1472,aldık,we got it
1473,profesör,professor
1474,bazıları,some
1475,iğrenç,disgusting
1476,billy,Billy
1477,sever,lovers
1478,konuşabilir,can talk
1479,iptal,cancel
1480,tommy,Tommy
1481,bilim,science
1482,olacaktır,will be
1483,mıyız,Are we
1484,geçiyor,passing
1485,yada,or   
1486,girdi,entry
1487,odasında,in the room
1488,sonuna,to the end
1489,süredir,for a while
1490,daima,always
1491,etmeyin,do not
1492,ailem,my family
1493,haberi,news
1494,ettik,we
1495,sayılmaz,unseen
1496,arıyorsun,you are looking for
1497,t,T
1498,of,Ugh
1499,kulağa,to the ear
1500,kime,to who?
1501,çalış,Work
1502,şanslar,luck
1503,yemeğe,to dinner
1504,söylediler,they said
1505,masum,innocent
1506,aradım,I called
1507,istedin,you wanted
1508,özgür,free
1509,teğmen,lieutenant
1510,sorunun,your problem
1511,kuzey,North
1512,konuşuyor,speaking
1513,ryan,ryan
1514,sayesinde,thanks to
1515,gelebilir,can come
1516,diğerleri,others
1517,kurban,victim
1518,alırım,I get
1519,yaşayan,live
1520,deme,do not say
1521,buz,ice
1522,etmem,not
1523,önüne,before
1524,zayıf,weak
1525,söyleyecek,will say
1526,alman,German
1527,zamanında,on time
1528,adamları,his men
1529,sandım,I thought
1530,şurada,there
1531,kişinin,person
1532,sırasında,during
1533,gelmez,unimaginable
1534,konuştum,I talked
1535,yabancı,foreign
1536,birazcık,a little
1537,abi,brother
1538,not,note
1539,johnny,Johnny
1540,insanın,man
1541,madem,since
1542,yeşil,green
1543,fazlasını,more
1544,hoşçakal,bye
1545,söylemeye,to say
1546,memur,officer
1547,şerif,Sheriff
1548,ileri,Further
1549,mektup,letter
1550,fotoğraf,photograph
1551,elinden,from his hand
1552,güney,southern
1553,ünlü,famous
1554,zamandan,from time to time
1555,hallederim,I will handle
1556,bakmayın,do not look
1557,uyan,wake up
1558,bomba,bomb
1559,etrafta,around
1560,gemi,boat
1561,adil,fair
1562,nde,in
1563,resmen,officially
1564,çıkmış,out
1565,hizmet,service
1566,çin,Chinese
1567,ikisi,the two
1568,ölmek,to die
1569,jake,jake
1570,yapayım,let me do
1571,başa,to head
1572,daniel,Daniel
1573,görmüş,selected
1574,bilmiyoruz,we don't know
1575,dönmek,return
1576,kardeşin,Your brother
1577,ismi,name
1578,hastaneye,to hospital
1579,işten,work
1580,anlama,understanding
1581,düştü,fell
1582,giriş,login
1583,will,Will
1584,sıkıcı,boring
1585,söylediğim,what I say
1586,olmuyor,It isn't happening
1587,kızgın,mad
1588,yan,side
1589,öğle,noon
1590,evlilik,marriage
1591,ararım,I'll call
1592,çekici,attractive 
1593,hazırım,I am ready
1594,yüzünü,your face
1595,metre,metre
1596,başlayalım,lets start
1597,işine,to work
1598,çavuş,Sergeant
1599,you,you
1600,şüpheli,suspicious
1601,bunlardan,Of these
1602,olabileceğini,that
1603,beyin,brain
1604,sırf,sheer
1605,şansı,chance
1606,söylemedim,I do not say
1607,kenara,aside
1608,bulmaya,to find
1609,geleceğim,My future
1610,bıraktım,I left
1611,hedef,aim
1612,söylemedin,you didn't say
1613,saldırı,attack
1614,gibisin,you are like
1615,ruh,spirit
1616,İşin,Ray
1617,yakışıklı,handsome
1618,seçim,vote
1619,yağmur,rain
1620,çıkan,released
1621,koş,run
1622,rüya,dream
1623,başı,head
1624,bakmak,to look 
1625,bıraktı,He left
1626,açın,open
1627,cinsel,sexual
1628,fırsat,opportunity
1629,kısmı,partial
1630,meşgul,busy
1631,başında,at the beginning of
1632,chris,chris
1633,göstermek,to show
1634,saatte,on an hour
1635,yaptığımı,what I did
1636,resim,picture
1637,edeceğiz,we will
1638,İnsanların,Peoples
1639,İzin,Permission
1640,karısı,his wife
1641,ışık,light
1642,hatırlamıyorum,I do not remember
1643,peşinde,in pursuit
1644,sor,sir
1645,don,frost
1646,robert,Robert
1647,diyelim,let's say
1648,parasını,his money
1649,derhal,immediately
1650,veren,giving
1651,sınıf,class
1652,getirdi,brought
1653,askeri,military
1654,yana,to the side
1655,zamanki,the time
1656,gideceğiz,we will go
1657,iyiydi,it was good
1658,kardeş,brother
1659,getirin,Bring
1660,piç,Bastard
1661,engel,obstacle
1662,etmiyor,does not
1663,olmuştu,had happened
1664,annenin,your mother's
1665,zevk,pleasure
1666,vur,hit
1667,hayatımın,my life
1668,müdür,manager
1669,uh,UH
1670,sorumlu,responsible
1671,bobby,Bobby
1672,hanım,woman
1673,öğrendim,I learned
1674,savaşı,war
1675,suyu,water
1676,uzakta,away
1677,spor,Sport
1678,oturun,sit down
1679,kevin,kevin
1680,ettiğim,what
1681,ayrı,separate
1682,mutluyum,I'm happy
1683,gelince,as for
1684,ters,opposite
1685,kocam,my husband
1686,cep,pocket
1687,imkansız,impossible
1688,araştırma,research
1689,kate,Kate
1690,çalışıyoruz,we are working
1691,dünyadaki,in the world
1692,ortada,obvious
1693,kaldır,lift
1694,odasına,in the room
1695,yapabiliriz,we can do
1696,öldürdün,you killed
1697,dna,DNA
1698,nasıldı,how was it
1699,arkadaşlar,friends
1700,verdiği,giving
1701,budur,This is
1702,iyice,thoroughly
1703,birbirimize,to each other
1704,bölge,region
1705,charles,charles
1706,derken,then
1707,tutmak,to hold
1708,brian,Brian
1709,biliyordu,He knew
1710,bilgisayar,computer
1711,domuz,pig
1712,konusu,subject
1713,numaralı,numbered
1714,düğün,wedding
1715,binlerce,thousands
1716,iyisini,good
1717,İngiliz,British
1718,olursun,you will be
1719,bırakıp,quit and
1720,izi,trail
1721,martin,Martin
1722,dokuz,nine
1723,fazlası,more than
1724,odası,room
1725,değiller,they are not
1726,arasındaki,between
1727,ettiği,what
1728,konuşalım,let's talk
1729,kişiyi,the person
1730,tarafı,side
1731,gitmeliyiz,we should go
1732,başla,Start
1733,şükür,thanks
1734,gittin,you went
1735,bahse,bet
1736,polisler,police officers
1737,işaret,sign
1738,şeyim,my thing
1739,girmek,to enter
1740,ardından,next
1741,yapın,do it
1742,ceset,body
1743,filmi,film
1744,tamir,fix
1745,özledim,I miss
1746,başından,from the beginning
1747,orda,there
1748,eddie,Eddie
1749,uçak,aeroplane
1750,başlıyoruz,we start
1751,nda,in
1752,afedersiniz,excuse me
1753,kocaman,huge
1754,babamı,my father
1755,birer,one
1756,odada,in the room
1757,bol,plenty
1758,kuş,bird
1759,kahraman,hero
1760,çılgın,crazy
1761,geçiyorsun,you pass
1762,İstediğin,You want
1763,ihtiyaç,need
1764,havaya,in the air
1765,aklını,your mind
1766,yapmamız,we do
1767,karın,your wife
1768,yarı,half
1769,gerekmiyor,not needed
1770,eric,Eric
1771,bakıyorum,I'm looking
1772,üzerinden,over 
1773,hariç,not including
1774,polise,to the police
1775,nerde,where
1776,kedi,cat
1777,geride,back
1778,taş,stone
1779,arayıp,call and call
1780,girip,enter
1781,yapacağımı,I will do
1782,amy,amy
1783,anna,Anna
1784,edemem,I can't
1785,problem,problem
1786,nasılsınız,how are you? 
1787,dönüp,turn around
1788,İkimiz,The two of us
1789,ilaç,medicine
1790,sormak,to ask
1791,aşağıda,below
1792,anlaştık,we agreed
1793,harekete,movement
1794,ediyorlar,they are
1795,canavar,beast
1796,kendisini,himself
1797,rapor,report
1798,değilse,if not
1799,başkanı,chairman
1800,tutun,tobacco
1801,konuşmayı,to talk
1802,kurt,Kurd
1803,dediğim,what I say
1804,söylerim,I say
1805,kıza,to the girl
1806,kayıt,record
1807,adında,named
1808,döneceğim,I will come
1809,kaçtı,escaped
1810,geleceğini,your future
1811,yerlerde,in places
1812,sır,secret
1813,birbirimizi,each other
1814,maalesef,Unfortunately
1815,orta,middle
1816,fikrin,your idea
1817,oradaki,there
1818,benzer,similar
1819,kiminle,with whom
1820,tavsiye,recommendation
1821,çalışıyordum,I was working
1822,rachel,Rachel
1823,alalım,Let's take it
1824,farkındayım,I am aware
1825,canını,your life
1826,itibaren,from
1827,hayalet,ghost
1828,sıradaki,Next
1829,pazar,market
1830,hayatımda,in my life
1831,doğu,East
1832,yaptığımız,what we do
1833,yaparken,while
1834,değilmiş,not
1835,çıplak,naked
1836,der,he says
1837,walter,Walter
1838,mücadele,struggle
1839,görüşmek,to meet 
1840,kör,blind
1841,kardeşi,brother
1842,üzüldüm,I am sad
1843,yapamazsın,You can not
1844,şimdiden,already
1845,oynamak,play
1846,kitabı,book
1847,idare,administration
1848,cesur,brave
1849,dönüyor,Returning
1850,silahını,your weapon
1851,buradayız,we are here
1852,İnanılmaz,Incredible
1853,bunca,so much
1854,bebeği,his baby
1855,veremem,can not give
1856,enerji,energy
1857,top,ball
1858,bağlantı,connection
1859,savunma,defense
1860,hangisi,which?
1861,hissettim,I felt
1862,anlaşılan,apperantly
1863,andy,Andy
1864,ihanet,betrayal
1865,sayılır,sort of
1866,sinir,border
1867,yasal,legal
1868,yapılan,done
1869,merkezi,central
1870,yapıp,and doing
1871,çalıştı,worked
1872,hatırladın,you remember
1873,umut,hope
1874,suçu,water seller
1875,edilmiş,signed
1876,söylemiş,he said
1877,biriydi,was one
1878,okulda,at school
1879,gördü,he saw
1880,neymiş,what is it
1881,unuttum,I forgot
1882,jerry,Jerry
1883,şeylerin,your things
1884,görüyorsun,you see
1885,sağlık,health
1886,annemi,my mother
1887,ün,Fame
1888,bırakmak,To leave
1889,sizce,what do you think
1890,barış,peace
1891,cuma,Friday
1892,girecek,will enter
1893,yapmamı,I do
1894,eee,eee
1895,uzay,space
1896,yaparsın,you do
1897,ödeme,payment
1898,yıllık,yearly
1899,edeceksin,you will
1900,topu,ball
1901,san,singing
1902,açıkçası,frankly
1903,kar,snow
1904,olacaktı,it would be
1905,vermeye,to give
1906,filan,blah
1907,aşağıya,down
1908,şeydi,it was
1909,söylediği,what he says
1910,ettiler,they
1911,kırıklığına,disappointment
1912,numarası,its number
1913,istemiştim,I wanted
1914,bilirim,I know
1915,sistemi,system
1916,scott,scott
1917,claire,Claire
1918,yapacağını,what
1919,doğruyu,the truth
1920,emir,order
1921,alakası,relevance
1922,nihayet,finally
1923,kazanmak,to win
1924,iz,trace
1925,onca,all all
1926,los,loess
1927,vereyim,let me give
1928,demiştin,you said
1929,mahkeme,court
1930,nasıi,how
1931,konuşmam,I don't talk
1932,gözden,out of sight
1933,uyuyor,sleeping
1934,düşman,enemy
1935,olmaktan,from being
1936,yapıyorlar,They are doing
1937,konuşuyorsun,you are talking
1938,bulunan,found
1939,düşündün,you thought
1940,çıkarın,take off
1941,yıllardır,for years
1942,eline,in the hands of
1943,göremiyorum,I can not see
1944,İçinde,Inside
1945,İngiltere,England
1946,hayatının,Your life
1947,baskı,oppression
1948,akıl,mind
1949,şirket,company 
1950,hepimizin,all of us
1951,sus,shush
1952,kızla,with the girl
1953,gerekirdi,it would have
1954,çalıştığını,that you work
1955,sonuç,conclusion
1956,bizde,We have
1957,çıkın,go out
1958,sanat,art
1959,söyleyebilirim,I can say
1960,söylemedi,did not say
1961,içeride,inside
1962,nazik,kind
1963,parası,money
1964,başlangıç,beginning
1965,binbaşı,major
1966,kurşun,bullet
1967,baktım,I looked
1968,öldüğünü,that he died
1969,nedenle,therefore
1970,yarar,benefit
1971,doğrusu,actually
1972,prenses,princess
1973,batı,West
1974,arabada,In the car
1975,otel,hotel
1976,boşa,intense
1977,kalıyor,staying
1978,boktan,shitty
1979,tavuk,chicken
1980,jason,jason
1981,vermeyeceğim,I will not give
1982,parlak,shiny
1983,lisa,lisa
1984,banka,bank
1985,hay,hay
1986,peşinden,after
1987,sevdiğini,what you love
1988,duygusal,emotional
1989,karışık,mixed
1990,vermiş,given
1991,alma,taking
1992,vahşi,wild
1993,konuşmamız,our talk
1994,insanı,human
1995,yüzde,percent
1996,di,diagonal
1997,bulmuş,found
1998,çirkin,ugly
1999,bulundu,found
2000,fransız,French
2001,kyle,kyle
2002,pete,pete
2003,çıkış,exit
2004,kilo,kilo
2005,dokunma,Do not touch
2006,sakıncası,drawback
2007,dahi,genius
2008,söylediğin,what you say
2009,yangın,fire
2010,yolculuk,travel
2011,dönerim,I return
2012,etrafında,around
2013,tanışmak,meet
2014,sosyal,social
2015,luke,Luke
2016,ameliyat,operation
2017,çıkarmak,subtract
2018,geçirdim,I spent
2019,ilişki,relationship
2020,girin,enter
2021,işimiz,Our job
2022,şeylere,to things
2023,kredi,credit
2024,çıkacak,will be released
2025,kamera,camera
2026,olduğumuz,we are
2027,olsaydım,If I was
2028,üstelik,besides
2029,İç,Inner
2030,çalışmaya,to work
2031,bulacağım,I will find
2032,şansımız,Our chances
2033,thomas,Thomas
2034,istiyordum,I wanted
2035,birisin,you are someone
2036,gönderdi,sent
2037,unuttun,you forgot
2038,elektrik,electric
2039,başarısız,unsuccessful
2040,tv,TV
2041,and,and
2042,ni,ni
2043,eğitim,education
2044,öğleden,noon
2045,onda,in it
2046,yüzüne,to your face
2047,madam,madam
2048,acayip,strange
2049,kalma,stay
2050,İkiniz,Two of you
2051,ulusal,National
2052,gösteri,show
2053,şehirde,in the city
2054,söylesene,tell me
2055,İnan,Believe
2056,değişti,changed
2057,zamanımız,Our time
2058,tespit,detection
2059,fransa,France
2060,yukarıda,above
2061,sevimli,pleasant
2062,duruma,to the situation
2063,varken,while there
2064,şansın,Your luck
2065,bunda,in this
2066,aniden,suddenly
2067,olmanın,Being
2068,şehri,city
2069,getirmek,to bring
2070,param,my money
2071,ortasında,in the middle of
2072,geçirmek,put in
2073,degil,not
2074,gene,again
2075,inşa,construction
2076,yalancı,liar
2077,tanık,witness
2078,emri,order
2079,kadınla,with a woman
2080,emily,emily
2081,koruma,protection
2082,cesaret,bravery
2083,attı,threw
2084,öldür,kill
2085,cumartesi,Saturday
2086,gecesi,night
2087,alice,alice
2088,mutlaka,definitely
2089,televizyon,TV
2090,saç,hair
2091,olmanı,your being
2092,clark,Clark
2093,genel,general
2094,varım,I exist
2095,söylediğini,what he said
2096,angeles,Angeles
2097,dediğini,what you say
2098,yaparız,we do
2099,öldürüldü,killed
2100,şirketi,company
2101,fikri,intellectual
2102,çekip,pulling
2103,kalır,remains
2104,kokuyor,smells
2105,söyleyebilir,can say
2106,şerefe,Cheers
2107,ailen,family
2108,intihar,suicide
2109,getirdin,you brought
2110,arthur,arthur
2111,eli,his hand
2112,gecenin,night
2113,öldürecek,will kill
2114,edici,substitutable
2115,düşük,low
2116,diyorlar,they say
2117,ted,ted
2118,aşkım,My love
2119,ihtiyacınız,you need
2120,inanıyor,believes
2121,ed,ed
2122,evime,to my house
2123,gerçi,though
2124,tadını,taste
2125,almam,I don't buy
2126,teknik,technical
2127,kimdi,who was
2128,olmalıyım,I must be
2129,gitmeye,to go
2130,aramaya,to search
2131,korku,fear
2132,bakar,looks
2133,iyisin,you are good
2134,söyleyemem,I can not say
2135,emma,emma
2136,yerel,local
2137,görevi,task
2138,buranın,here
2139,gitmemiz,we go
2140,takımı,team
2141,kendinizi,yourself
2142,hatam,my mistake
2143,ettiğin,you do
2144,beyefendi,gentleman
2145,kullan,use
2146,tecavüz,rape
2147,bilirsiniz,you know
2148,nedenini,why
2149,yapılmış,made
2150,şeyle,with what
2151,etmesi,to
2152,tehlikeye,to danger
2153,dave,dave
2154,carter,Carter
2155,ım,I am
2156,cesedi,the body
2157,günlük,daily
